,Lactobacillus,Streptococcus,Anaerococcus,Peptoniphilus,Prevotella,Finegoldia,Campylobacter,Peptostreptococcus,Bacteroides,Dialister,Escherichia-Shigella,Porphyromonas,Actinotignum,Holdemanella,Ezakiella,Actinomyces,Flavobacterium,Corynebacterium,Mobiluncus,Limosilactobacillus,Murdochiella,Facklamia,Faecalibacterium,Staphylococcus,Bacillus,Limnohabitans,Fluviicola,Catenibacterium,Clostridium sensu stricto 1,Cutibacterium,Stenotrophomonas,Ureaplasma,Aerococcus,Atopobium,Gardnerella,Prevotella_7,Tabrizicola,Fenollaria,Fusobacterium,W5053,Gemella,Ligilactobacillus,Prevotella_9,Blautia,UCG-002,UCG-005,Mitsuokella,Coprococcus,[Eubacterium] hallii group,Veillonella,Haemophilus,Enterococcus,Micrococcus,Varibaculum,Levilactobacillus,Paracoccus,Subdoligranulum,Alistipes,Acidovorax,Erysipelotrichaceae UCG-003,[Eubacterium] siraeum group,Bifidobacterium,Rufibacter,Pseudohongiella,Fusicatenibacter,Butyricicoccus,Rickettsiella,Parabacteroides,Ramlibacter,Polaromonas,Parvimonas,Companilactobacillus,Dyadobacter,Brevibacterium,Pyramidobacter,Lawsonella,Megasphaera,Acidaminococcus,Fungi,Lactiplantibacillus,Megamonas,Sutterella,Reyranella,Fastidiosipila,Virgibacillus,Ferritrophicum,Sneathia,CL500-29 marine group,Mycoplasma,Methylobacterium-Methylorubrum,Polynucleobacter,Novosphingobium,Malikia,Aggregatibacter,Xanthobacter,Tessaracoccus,Rhodobacter,Pseudarcicella,Burkholderia-Caballeronia-Paraburkholderia,Capnocytophaga,Pseudomonas,Blastococcus,Solirubrobacter,Mycobacterium,Achromobacter,Gordonia,Alloprevotella,Cloacibacterium,Ureibacillus,Hyphomicrobium,Gallicola,Lacticaseibacillus,Sulfuritalea,Cyanobium PCC-6307,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Acinetobacter,Arcanobacterium,Mageeibacillus,Granulicatella,Pediococcus,Cohnella,Paenibacillus,Rhodoferax,Acetobacter,Lachnospiraceae NK4A136 group,Helcococcus,Nocardioides,Chryseobacterium,Arenimonas,Gaiella,Rikenellaceae RC9 gut group,Bradyrhizobium,Bauldia,Collinsella,Lactococcus,Spirochaeta,Ruminococcus,Roseburia,Methylotenera,Peptococcus,Olsenella,Pelomonas,[Agitococcus] lubricus group,1174-901-12,Bergeyella,Enhydrobacter,Slackia,Solobacterium,Pleurocapsa PCC-7319,Deinococcus,Planococcus,Anoxybacillus,Phenylobacterium,Microbacterium,Pseudoalteromonas,Lysinibacillus,JGI 0001001-H03,Aeromonas,Massilia,Alloscardovia,Simplicispira,Fretibacterium,Tannerella,Psychrobacter,Paeniglutamicibacter,Treponema,Bosea,Lachnospira,Intestinibacter,Oligoflexus,Brevundimonas,Sphingomonas,Halalkalibacillus,Comamonas,Tepidimonas,Sphingobacterium,Geobacillus,OLB8,Legionella,Ethanoligenens,Iamia,Tepidiphilus,Rothia,Yersinia,Latilactobacillus,Altererythrobacter,Kingella,Turicibacter,Globicatella,Tolumonas,Howardella,Candidatus Aquiluna,Xanthomonas,Dermabacter,NK4A214 group,Hymenobacter,[Ruminococcus] torques group,Lachnoclostridium,Kocuria,hgcI clade,Streptomyces,Pseudonocardia,Shuttleworthia,Ralstonia,Moraxella,Thermomonas,Buttiauxella,Arthrobacter,Actinoplanes,S5-A14a,Christensenellaceae R-7 group,Sphingobium,Mucilaginibacter,Pseudopropionibacterium,Haliangium,Brachybacterium,Rhodococcus,Thiobacillus,Rivicola,Choanozoa,Rhodoluna,Desulfatirhabdium,Paludibacter,Cellvibrio,Leptothrix,Friedmanniella,Azospirillum,Citrobacter
7,0.614390267084878,6.33653328264107E-05,0.000380191996958,0.000823749326743,0.037829103697367,0,0,0.003104901308494,0,0.002819757310775,0,3.16826664132053E-05,0,0,0,0,0,0,0,0.000126730665653,0,0,0,0,0,0,0,0,0,0.000126730665653,0,0.003009853309255,0.001362354655768,0.001235623990115,0,0.224946931533758,0,0,0.000253461331306,0,0.003326679973387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000348509330545,0,0,0,0,0.003833602635998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001235623990115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,0.994433604958109,0.000401698611271,0.000114771031792,0.000459084127166,0.00149202341329,0.000344313095375,0,5.73855158957879E-05,0,0.000114771031792,0,0,0,0,0.000114771031792,0,0,0,0.000114771031792,0.000746011706645,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000172156547687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.73855158957879E-05,0,0,0,0,0.000286927579479,0,0,0,0,0,0,0,5.73855158957879E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,5.73855158957879E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.73855158957879E-05,5.73855158957879E-05,5.73855158957879E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,0.726123053813207,0.007145322046972,0,0,0.000588677100461,0.015163510139456,0,0.000324787365771,0,0,0.001380346304529,0,0,0,0,0.023973367436007,0.001806629722104,0.000202992103607,0,0,0,0,0,0.000304488155411,0,0.000608976310822,0,0,0,0,0,0.02435905243286,0,0.000243590524329,0.000345086576132,0.1115644601425,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000324787365771,0,0.011144266488034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000182692893246,0,0.000223291313968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,0.005570074707637,0.939917108840844,0.006599614582508,0.008817085082231,0.010295398748713,0.012671259998416,0,0,0,0.003167814999604,0,0,0.00021118766664,0,0,0.001267125999842,0.001161532166521,0.003669385707875,0,0,0,0.00015839074998,0,0.00015839074998,0.00013199229165,0,0,0,0,0,0,0.00013199229165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000607164541591,0,7.91953749901006E-05,0,0.00018478920831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002639845833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0.992760705107322,0.000180982372317,7.23929489267745E-05,0,0.000868715387121,0.00021717884678,0,0,0,0,0,0,0,0,0,0,0.000253375321244,3.61964744633873E-05,0,0.003836826293119,0,0,0,7.23929489267745E-05,0,3.61964744633873E-05,0,0,0,0,7.23929489267745E-05,0.000180982372317,0,0,0,3.61964744633873E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000180982372317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010858942339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010858942339,0,0,0,3.61964744633873E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.61964744633873E-05,3.61964744633873E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0.978157522806116,0.000256970319928,3.2121289991006E-05,6.42425799820121E-05,0.000706668379802,0,0,0,0,0.000128485159964,0,0,0,3.2121289991006E-05,0,0,0,3.2121289991006E-05,3.2121289991006E-05,3.2121289991006E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.002505460619298,0.001413336759604,3.2121289991006E-05,0,0,0,0,0,9.63638699730181E-05,0.000353334189901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015289734035719,0,0,0,0,0,0,0.000289091609919,0,0,0,0,3.2121289991006E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2121289991006E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,0.31083460949464,0.004134762633997,0.005857580398162,0.006929555895865,0,0.004632465543645,0,0,0.003522205206738,0,0,0,0,0,0,0.002488514548239,0.002258805513017,0.073928024502297,0,0,0,0.005053598774885,0.003675344563553,0.006929555895865,0,0,0,0,0,0,0,0.508996937212864,0,0,0.002947932618683,0,0,0.007465543644717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008001531393568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002335375191424,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001799387442573,0.001684532924962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 M216,0.998977776095105,7.57202892515049E-05,0,0,7.57202892515049E-05,3.78601446257525E-05,0,0,0,0,0,0,0,0,0,0,0,3.78601446257525E-05,0,0.000302881157006,0,0,0,3.78601446257525E-05,0,0,0,0,0,0,0,0,0,0,3.78601446257525E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.78601446257525E-05,0,0,0,0,0,0,0,0,0,0,7.57202892515049E-05,3.78601446257525E-05,3.78601446257525E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,0.99724002284119,6.34477507772349E-05,0.000126895501554,0,0.000444134255441,0,0,0,0,6.34477507772349E-05,0,3.17238753886175E-05,0,0,0,0,0.000190343252332,0,9.51716261658524E-05,0,0,0,0,0,0,9.51716261658524E-05,9.51716261658524E-05,0,0,0,9.51716261658524E-05,6.34477507772349E-05,0,0.000126895501554,0,0,0,0,0,0,0,3.17238753886175E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.34477507772349E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17238753886175E-05,6.34477507772349E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17238753886175E-05,3.17238753886175E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,0.975378074972876,0.001195669021101,0.000442840378186,0,0.000531408453823,0.001151384983283,0,0,0,0.000686402586188,0,0,0,0,0,0,0,0.004694108008768,0,0.006000487124416,0,0,0,0.000974248832009,0,0,0,0,0,0.001306379115648,0.000797112680734,0.000863538737462,0,0.000177136151274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000509266434914,0,0,0.000221420189093,0,0,0,0,0,0,0.001372805172376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000287846245821,0,0,0,0,0,0,0,0,0,0,0.000774970661825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000642118548369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 M167,0.990409282866954,0,0.000236807830446,0.000157871886964,0.000236807830446,0.002802225993606,0,0,0,3.94679717409322E-05,0,0,0,0,0,0.000276275802187,0,0.000710423491337,0,0.003907329202352,0,0,0,0.000513083632632,3.94679717409322E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.94679717409322E-05,0,0,0,0,0,0,0,0,0,0,0,3.94679717409322E-05,0,0,0,0,0,0,0,0,3.94679717409322E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.94679717409322E-05,3.94679717409322E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,0.998111551453573,0.000292576535362,2.65978668510785E-05,0,0.000478761603319,7.97936005532356E-05,0,0,0,0,0,0,0,0,0,2.65978668510785E-05,0,0,0,0,0,0,0,0.000132989334255,2.65978668510785E-05,0,0,0,0,2.65978668510785E-05,0,2.65978668510785E-05,7.97936005532356E-05,2.65978668510785E-05,0,2.65978668510785E-05,2.65978668510785E-05,0,0,0,0,0,0,0,0,0,0,0,0,5.31957337021571E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.31957337021571E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65978668510785E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,0.998056621880998,0,0,4.79846449136276E-05,0.000215930902111,9.59692898272553E-05,0,0,0,0,0,0,0,0,0,0,0.000143953934741,2.39923224568138E-05,0,4.79846449136276E-05,0,0,4.79846449136276E-05,0.000239923224568,0,0.000119961612284,4.79846449136276E-05,0,0,2.39923224568138E-05,0,0.000119961612284,0,0,0,0,0,0,0,0,2.39923224568138E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.79846449136276E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000119961612284,0,0,0,0,0,0,0,0,0,0,0,4.79846449136276E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.79846449136276E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39923224568138E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0.994496517327371,0,0.000730931292459,0.000257975750279,0.001311376730587,0.000279473729469,0,0,0,6.44939375698684E-05,0,6.44939375698684E-05,0,0,0,0,0.0002149797919,0.00019348181271,8.59919167598246E-05,0,0,0,0.00023647777109,0.00010748989595,0,6.44939375698684E-05,0,0,0,0,0,0,0,8.59919167598246E-05,0,8.59919167598246E-05,0,0,0,0,0,0,0,0.00010748989595,0,0,0,0,0,0,0,6.44939375698684E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00012898787514,6.44939375698684E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0.988652069542446,0.000181857859897,0,0,0.000290972575835,0,0,0,3.63715719793409E-05,0,0,0,0,0,0,0,0.000290972575835,0,0,0.008110860551393,0,0,0,0,0,0.000109114715938,0,0,0,0.000109114715938,3.63715719793409E-05,0.000145486287917,0,0,0,3.63715719793409E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63715719793409E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.27431439586819E-05,0,0,0,0,0,0.000145486287917,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109114715938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63715719793409E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63715719793409E-05,0,0,0,3.63715719793409E-05,0,0,0,0,0,0,0,0,0,0,3.63715719793409E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 M187,0.99774698659457,0.000168976005407,0.000563253351357,0.000506928016222,0.000225301340543,5.63253351357441E-05,0,5.63253351357441E-05,0,0,0,0,0,0,5.63253351357441E-05,0,0,0.000112650670271,0,5.63253351357441E-05,0,0,0,0,0,0,0,0,0,0,0,0.000112650670271,0,0,5.63253351357441E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.63253351357441E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,0.013344882657066,0,0.001515848739951,0.017459329236933,0.411904826354113,0,0,0.001813604742441,0,0.018136047424411,0,0.00462875240235,0,0,0,0,0.000351893457489,0,0.277156700863492,0,0,0,0,0,0.000324824729989,0,0,0,0,0,0,0,0.000514305822483,0.01044852881466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040197060336194,0,0,0,0,0,0.07660449882251,0,0,0,0,0,0,0.006171669869799,0,0,0.002111360744931,0,0.003221178572395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000568443277482,0,0,0,0,0,0,0,0,0.003221178572395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,0.999381602679722,3.43554066821266E-05,0,0,1.71777033410633E-05,1.71777033410633E-05,0,0,0,0,0,0,0,0,0,0,1.71777033410633E-05,8.58885167053165E-05,0,0,0,0,0,5.15331100231899E-05,1.71777033410633E-05,0,0,0,0,0,0,0,0,0,3.43554066821266E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71777033410633E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71777033410633E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71777033410633E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0.953239840311188,0.001658306889139,0.000552768963046,0.000102364622786,0.000839389906848,0,0,0,0,0,0,0,0.00045040434026,0,0,0.000122837547344,0.001085065001535,0,0,0,0,0,0,0,0,0.000491350189375,0.000143310471901,0,0,0,0.000102364622786,0.02980857815539,0,0.000122837547344,0,0,0,0,0,0,0,0.000245675094687,0,0,0,0,0,0,0,0,0,0.008209642747466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000143310471901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000102364622786,0,0,0,0.000184256321015,0,0,0,0.000163783396458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,0.998169255300301,0.00025591054942,3.93708537569637E-05,3.93708537569637E-05,0.000275595976299,1.96854268784819E-05,0,0,0,1.96854268784819E-05,0,0,0,0,0,0,9.84271343924093E-05,1.96854268784819E-05,0,0,0,0,0,0,7.87417075139274E-05,0,0,0,0,0,0,0.000669304513868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.93708537569637E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96854268784819E-05,0,0,1.96854268784819E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.93708537569637E-05,1.96854268784819E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
